sr. No,NRCan.Reference,Brand,Model,AEC,Type,Defrost,FreezerLoc,TotalVol,SizeCategory,DoorIce,RefVol,FreezerVol,Ratio,
635,6188331,Dimchae,DOVA221D*,284,Compact refrigerator,Manual,No freezer,221,3,No,221,0,0,
1567,10975727,Dimchae,DUDA334T***,349,Refrigerator,Automatic,Top,330,5,No,177,153,0.86440678,
1568,10975728,Dimchae,DPEA424T***,392,Refrigerator,Automatic,Top,418,7,No,212.1,206.4,0.973125884,
1569,10975729,Dimchae,DOEA-184DN*,240,Compact refrigerator,Manual,No freezer,180,2,No,180,0,0,
51,16605230,Ecomax,EF32199-B,199,Compact refrigerator,Partial automatic,Inside,89,1,No,63,26,0.412698413,
320,2079410,Electrolux,FTHD18P4K*,375.95,Refrigerator,Automatic,Top,515.424,8,No,400.162,115.262,0.288038344,
368,2779293,Electrolux,FGHB2844L*,562.1,Refrigerator,Automatic,Bottom,787.013,13,No,538.646,248.366,0.461093186,
369,2779299,Electrolux,EW23CS70I*,550,Refrigerator,Automatic,Side,610.579,10,Yes,369.01,241.57,0.654643506,
393,2779390,Electrolux,EI27BS26J*,486.91,Refrigerator,Automatic,Bottom,756.144,13,Yes,539.213,216.931,0.402310404,
414,3492945,Electrolux,EI32AR65JS*,365,Refrigerator,Automatic,No freezer,524.145,9,No,524.145,0,0,
423,3556637,Electrolux,E23BC68JPS,467.2,Refrigerator,Automatic,Bottom,637.483,11,No,442.642,194.842,0.440179649,
434,3828376,Electrolux,EI26SS30J*,509,Refrigerator,Automatic,Side,734.904,12,Yes,466.147,268.757,0.576549887,
436,3828381,Electrolux,EW28BS85KS,564,Refrigerator,Automatic,Bottom,786.446,13,Yes,538.646,247.8,0.460042403,
438,3828384,Electrolux,EI23BC65K*,466,Refrigerator,Automatic,Bottom,640.882,11,Yes,444.624,196.258,0.441402174,
439,3828385,Electrolux,EI28BS80K*,489.1,Refrigerator,Automatic,Bottom,786.446,13,No,536.381,250.066,0.466209653,
441,3828406,Electrolux,EI27BS16J*,421.94,Refrigerator,Automatic,Bottom,753.595,13,No,536.664,216.931,0.404221263,
444,4010510,Electrolux,EW26SS70I*,582,Refrigerator,Automatic,Side,733.771,12,Yes,466.147,267.624,0.574119323,
458,4284012,Electrolux,EI23CS35K*,549,Refrigerator,Automatic,Side,638.333,11,Yes,396.763,241.57,0.608852136,
461,4284015,Electrolux,E24RD75KPS,415,Compact refrigerator,Automatic,No freezer,133.104,2,No,133.104,0,0,
514,4655319,Electrolux,EW26SS85K*,546,Refrigerator,Automatic,Side,733.771,12,Yes,466.147,267.624,0.574119323,
515,4655321,Electrolux,EI23BC35K*,539.2,Refrigerator,Automatic,Bottom,640.882,11,Yes,444.624,196.258,0.441402174,
516,4655322,Electrolux,EW23CS85K*,516,Refrigerator,Automatic,Side,638.05,11,Yes,396.763,241.286,0.608136343,
517,4655325,Electrolux,EI23BC30K*,466.2,Refrigerator,Automatic,Bottom,638.616,11,No,442.358,196.258,0.443663277,
603,6057123,Electrolux,FFHT2117PS,407.58,Refrigerator,Automatic,Top,581.597,10,No,432.574,149.023,0.344502906,
651,6214954,Electrolux,EI11BF25LS,389.3,Refrigerator,Automatic,Bottom,322,5,No,229.4,92.7,0.404097646,
1148,9737123,Electrolux,EI26SS30J**A,493,Refrigerator,Automatic,Side,724.066,12,Yes,468.363,255.703,0.54595047,
1184,9737258,Electrolux,EW28BS85K**A,593,Refrigerator,Automatic,Bottom,763.43,13,Yes,517.63,245.792,0.474841103,
1186,9737260,Electrolux,EI28BS80K**A,521,Refrigerator,Automatic,Bottom,775.89,13,No,530.09,245.792,0.463679752,
1190,9737264,Electrolux,EI28BS65K**A,535,Refrigerator,Automatic,Bottom,769.94,13,Yes,523.3,246.641,0.471318555,
1195,9737284,Electrolux,EI23BC30K**A,426,Refrigerator,Automatic,Bottom,633.451,10,No,440.896,192.556,0.436737916,
1199,9737288,Electrolux,EI23BC35K**A,489,Refrigerator,Automatic,Bottom,620.992,10,Yes,428.436,192.556,0.449439356,
1201,9737290,Electrolux,EI23BC65K**A,489,Refrigerator,Automatic,Bottom,620.992,10,Yes,428.436,192.556,0.449439356,
1202,9737291,Electrolux,EW23BC85K**A,541,Refrigerator,Automatic,Bottom,615.612,10,Yes,423.905,191.706,0.452238119,
1284,9875501,Electrolux,E32AR85PQS*,340,Refrigerator,Automatic,No freezer,526,9,No,526,0,0,
1473,10194883,Electrolux,EW26SS75Q*,548,Refrigerator,Automatic,Side,724.066,12,Yes,468.363,255.703,0.54595047,
1543,10300949,Electrolux,EI11BF25QS,401,Refrigerator,Automatic,Bottom,334,5,No,232.6,101.7,0.437231298,
1727,10990459,Electrolux,EI24BC10Q**,285,Compact refrigerator,Automatic,No freezer,150.1,2,No,150.1,0,0,
1729,10990461,Electrolux,EI24RD10Q**,242,Compact refrigerator,Automatic,No freezer,139.6,2,No,139.6,0,0,
2777,17692761,Electrolux,EW28BS87S*,591,Refrigerator,Automatic,Bottom,755.498,13,Yes,508.573,246.924,0.485523219,
2778,17692762,Electrolux,EW23BC87S*,539,Refrigerator,Automatic,Bottom,609.099,10,Yes,416.26,192.839,0.463265747,
2779,17692763,Electrolux,EI23BC37S*,486,Refrigerator,Automatic,Bottom,613.629,10,Yes,420.791,192.839,0.458277387,
2780,17692764,Electrolux,EI23BC82S*,472,Refrigerator,Automatic,Bottom,630.053,10,No,437.214,192.839,0.441063186,
2781,17692765,Electrolux,EI23BC32S*,427,Refrigerator,Automatic,Bottom,634.584,11,No,441.745,192.839,0.43653918,
2834,17788860,Electrolux,FFTR2126L*,509,Refrigerator,Automatic,Top,580.843,10,No,431.88,148.96,0.344910623,
2835,17788861,Electrolux,FFHS2622M*,582,Refrigerator,Automatic,Side,736.32,12,Yes,466.147,270.173,0.579587555,
2836,17788862,Electrolux,EI23BC60K*,466,Refrigerator,Automatic,Bottom,638.616,11,No,442.358,196.258,0.443663277,
2454,16305130,Ellipse,ERBM010W,370,Refrigerator,Automatic,Bottom,289,4,No,202,87,0.430693069,
2587,16605226,Ellipse,ERTM180WE,362,Refrigerator,Automatic,Top,511,8,No,396.6,115,0.2899647,
2756,17685864,Ellipse,ERT085W,235,Refrigerator,Automatic,No freezer,241.8,4,No,241.8,0,0,
140,8974758,Emerson,CR275BSE2,214,Compact refrigerator,Manual,No freezer,71,1,No,70.7,0,0,
732,6629014,Emerson,CR451SS,225.81,Compact refrigerator,Manual,No freezer,119.5,1,No,119.5,0,0,
881,9737347,Emerson,CR440BE,226,Compact refrigerator,Manual,No freezer,118,1,No,117.8,0,0,
1720,7902406,Emerson,CR275BE,260,Compact refrigerator,Manual,No freezer,71,1,No,70.8,0,0,
1748,10990364,Emerson,CR275E,260,Compact refrigerator,Manual,No freezer,71,1,No,70.8,0,0,
2226,7506466,Emerson,CR311SS,317.4,Compact refrigerator,Manual,No freezer,83,1,No,83,0,0,
2429,9737376,Emerson,CR513E,322,Compact refrigerator,Partial automatic,Inside,91,1,No,64.6,26.1,0.404024768,
2540,10990360,Emerson,CR177WE,252,Compact refrigerator,Manual,No freezer,42.5,0,No,42.5,0,0,
2644,8568699,Emerson,CR501E,338,Compact refrigerator,Partial automatic,Inside,82.1,1,No,56.6,25.5,0.450530035,
1645,16604859,Epic,MAR32BL,259,Compact refrigerator,Automatic,No freezer,91,1,No,90.5,0,0,
2370,16604871,Epic,MCR31BL,320,Compact refrigerator,Partial automatic,Inside,87,1,No,62.1,24.7,0.397745572,
2753,17685861,Epic,ER80W,308,Refrigerator,Partial automatic,Inside,203.1,3,No,156.3,46.7,0.298784389,
2754,17685862,EuroDesign,EDR085S,235,Refrigerator,Automatic,No freezer,241.8,4,No,241.8,0,0,
521,4711027,Fagor,FQ7925XUS,480,Refrigerator,Automatic,Side,583.3,10,No,373.4,209.9,0.562131762,
522,4711028,Fagor,FQ9925XUS,517,Refrigerator,Automatic,Side,566.2,9,Yes,358,208.2,0.581564246,
1094,9574430,Fagor,BMF-200X,413,Refrigerator,Automatic,Bottom,277,4,No,274.7,102,0.371314161,
2831,17700434,Fagor,BMF-300X,401,Refrigerator,Automatic,Bottom,335,5,No,232.8,102.1,0.438573883,
2215,8781999,Fat Fender,037-6215-8,310,Compact refrigerator,Manual,No freezer,92,1,No,91.7,0,0,
2209,15011383,Fire Magic,3589-**,191,Compact refrigerator,Automatic,No freezer,143.8,2,No,143.8,0,0,
2210,15011384,Fire Magic,3594-**,274,Compact refrigerator,Automatic,No freezer,160.6,2,No,160.6,0,0,
23,14985419,Fisher & Paykel,RB36*****,154,Compact refrigerator,Automatic,No freezer,104,1,No,104,0,0,
2029,14643981,Fisher & Paykel,RS36(X),404,Refrigerator,Automatic,Bottom,476,8,No,331.1,144.9,0.437632135,
2150,14985420,Fisher & Paykel,RF135B**U**,390,Refrigerator,Automatic,Bottom,380,6,No,268.8,111.5,0.414806548,
2152,14985424,Fisher & Paykel,RF170B**U**,384,Refrigerator,Automatic,Bottom,494,8,No,348.2,145.9,0.419012062,
2154,14985426,Fisher & Paykel,RF170A**U**,424,Refrigerator,Automatic,Bottom,487,8,No,345,142.4,0.412753623,
2155,14985427,Fisher & Paykel,RF170A*****,424,Refrigerator,Automatic,Bottom,489,8,No,346.2,142.4,0.411322935,
2159,14985431,Fisher & Paykel,RF201A*****,379,Refrigerator,Automatic,Bottom,570,9,No,418.6,151.8,0.362637363,
2586,16605225,Fisher & Paykel,RS36W(X),381,Refrigerator,Automatic,Bottom,477,8,No,331.9,144.9,0.436577282,
310,2078182,Frigidaire,FTMD18P4K*,479,Refrigerator,Automatic,Top,515.424,8,No,400.162,115.262,0.288038344,
311,2078184,Frigidaire,FTHD18P4K*,383,Refrigerator,Automatic,Top,515.424,8,No,400.162,115.262,0.288038344,
321,2079423,Frigidaire,FFHT1513L*,355,Refrigerator,Automatic,Top,417.72,7,No,311.803,105.917,0.339692049,
322,2079425,Frigidaire,FFTR1713L*,460,Refrigerator,Automatic,Top,467.28,8,No,361.363,105.917,0.293104164,
323,2079426,Frigidaire,FFHT1713L*,367.92,Refrigerator,Automatic,Top,467.28,8,No,361.363,105.917,0.293104164,
324,2079427,Frigidaire,FFTR1515L*,442.745,Refrigerator,Automatic,Top,417.72,7,No,311.803,105.917,0.339692049,
371,2779309,Frigidaire,FFHS2313L*,548.595,Refrigerator,Automatic,Side,639.749,11,Yes,402.144,237.605,0.590845568,
381,2779348,Frigidaire,LFHT1713L*,365,Refrigerator,Automatic,Top,467.28,8,No,361.363,105.917,0.293104164,
385,2779362,Frigidaire,FGUI2149L*,356,Refrigerator,Automatic,Top,583.675,10,No,434.712,148.963,0.34267055,
392,2779386,Frigidaire,FGUB2642L*,486.91,Refrigerator,Automatic,Bottom,753.878,13,Yes,536.947,216.931,0.404008217,
415,3556587,Frigidaire,FPHC2398L*,550,Refrigerator,Automatic,Side,638.05,11,Yes,396.48,241.57,0.609286723,
416,3556590,Frigidaire,FGHC2345L*,540.2,Refrigerator,Automatic,Side,641.165,11,Yes,397.896,243.269,0.611388403,
417,3556591,Frigidaire,FFSC2323L*,580.35,Refrigerator,Automatic,Side,641.731,11,Yes,398.746,242.986,0.609375392,
419,3556603,Frigidaire,DGUS2645L*,508.81,Refrigerator,Automatic,Side,738.019,12,Yes,467.563,270.456,0.578437558,
422,3556636,Frigidaire,FGHC2342L*,549.69,Refrigerator,Automatic,Side,640.882,11,Yes,397.896,242.986,0.610677162,
433,3828364,Frigidaire,DFHS2313MF,549,Refrigerator,Automatic,Side,638.899,11,Yes,402.71,236.189,0.586498969,
445,4100716,Frigidaire,FFPH45F4LM,259,Refrigerator,Automatic,Top,127,2,No,91.6,35.3,0.385371179,
447,4100718,Frigidaire,CFPH45F4LM,259,Compact refrigerator,Automatic,Top,127,2,No,92,35,0.380434783,
587,6050558,Frigidaire,FFHT2126P*,407.34,Refrigerator,Automatic,Top,581.597,10,No,432.574,149.023,0.344502906,
589,6052275,Frigidaire,FFHT1725P*,368.63,Refrigerator,Automatic,Top,467.422,8,No,361.448,105.973,0.293190168,
590,6052276,Frigidaire,FFHT1816P*,383.59,Refrigerator,Automatic,Top,515.631,8,No,400.249,115.381,0.28827305,
594,6052288,Frigidaire,FFTR2126P*,509.47,Refrigerator,Automatic,Top,581.597,10,No,432.574,149.023,0.344502906,
599,6053829,Frigidaire,FFHT1513P*,354.91,Refrigerator,Automatic,Top,417.808,7,No,311.834,105.973,0.339837862,
600,6053832,Frigidaire,FFHT1817P*,383.25,Refrigerator,Automatic,Top,515.631,8,No,400.249,115.381,0.28827305,
601,6053836,Frigidaire,CFHT1842P*,383.25,Refrigerator,Automatic,Top,514.75,8,No,399.363,115.387,0.288927617,
602,6053839,Frigidaire,CGHT1846P*,383.25,Refrigerator,Automatic,Top,517.715,8,No,402.334,115.381,0.286779144,
639,6189579,Frigidaire,FGHG2366PF,465.87,Refrigerator,Automatic,Bottom,637.407,11,No,442.438,194.969,0.440669653,
640,6189580,Frigidaire,FPHG2399PF,465.87,Refrigerator,Automatic,Bottom,637.407,11,No,442.438,194.969,0.440669653,
641,6189581,Frigidaire,FGHB2866P*,535,Refrigerator,Automatic,Bottom,769.939,13,Yes,523.298,246.641,0.471320357,
642,6189583,Frigidaire,FGHN2866PF,489.33,Refrigerator,Automatic,Bottom,786.976,13,No,536.766,250.21,0.466143534,
654,8975355,Frigidaire,FFPE33B1QM,220,Compact refrigerator,Manual,No freezer,93,1,No,93,0,0,
658,6219021,Frigidaire,FFHB2740P*,556,Refrigerator,Automatic,Bottom,755.555,13,Yes,538.59,216.965,0.402838894,
661,6219027,Frigidaire,FFPT10F3NB,387,Refrigerator,Automatic,Top,284,4,No,208.9,74.7,0.357587362,
665,6219031,Frigidaire,FFPT12F3NB,409,Refrigerator,Automatic,Top,327.62,5,No,237,90.62,0.382362869,
671,6243361,Frigidaire,FFHN2740P*,482,Refrigerator,Automatic,Bottom,753.369,13,No,536.403,216.965,0.404481332,
673,6282678,Frigidaire,FFTR18D2P*,478,Refrigerator,Automatic,Top,515.63,8,No,400.25,115.38,0.288269831,
674,6282679,Frigidaire,FFTR21D2P*,509,Refrigerator,Automatic,Top,581.6,10,No,432.57,149.02,0.344499156,
676,6408755,Frigidaire,FGHS2655PF,582,Refrigerator,Automatic,Side,738.603,12,Yes,468.291,270.312,0.577230824,
677,6408756,Frigidaire,FGHS2631P*,582,Refrigerator,Automatic,Side,736.818,12,Yes,466.507,270.312,0.579438251,
679,6408758,Frigidaire,FGHC2331PF,550,Refrigerator,Automatic,Side,640.42,11,Yes,397.324,243.096,0.611833164,
680,6408759,Frigidaire,FGHC2355PF,550,Refrigerator,Automatic,Side,642.428,11,Yes,399.332,243.096,0.608756624,
682,6437258,Frigidaire,FGHT1848PF,383,Refrigerator,Automatic,Top,519.448,8,No,404.067,115.381,0.285549179,
684,6437260,Frigidaire,FGHT2132P*,408,Refrigerator,Automatic,Top,580.954,10,No,431.931,149.023,0.345015755,
686,6437262,Frigidaire,FGHT2148PF,408,Refrigerator,Automatic,Top,583.856,10,No,434.834,149.023,0.342712391,
687,6448357,Frigidaire,FGHS2355PF,549,Refrigerator,Automatic,Side,641.672,11,Yes,404.007,237.664,0.588267035,
692,6479520,Frigidaire,FFHS2611PF,582,Refrigerator,Automatic,Side,734.26,12,Yes,466.378,267.88,0.574383869,
848,8274806,Frigidaire,DGHF2360P*,539,Refrigerator,Automatic,Bottom,638.89,11,Yes,444.07,194.82,0.438714617,
897,8920328,Frigidaire,FFSS2314Q*,549,Refrigerator,Automatic,Side,637.979,11,Yes,402.666,235.313,0.584387557,
898,8920330,Frigidaire,FGEB28D7Q*,564,Refrigerator,Automatic,Bottom,786.076,13,Yes,538.586,247.489,0.459516215,
903,8927943,Frigidaire,FGHN2866P*,489,Refrigerator,Automatic,Bottom,787.01,13,No,536.66,250.35,0.466496478,
907,8953691,Frigidaire,FFET1022QB,296,Refrigerator,Automatic,Top,280,4,No,205,75,0.365853659,
909,8953693,Frigidaire,FFET1222QB,311,Refrigerator,Automatic,Top,326,5,No,237,89,0.375527426,
911,8953695,Frigidaire,FFTR1022QB,329,Refrigerator,Automatic,Top,280,4,No,205,75,0.365853659,
914,8953698,Frigidaire,FFTR1222QB,345,Refrigerator,Automatic,Top,326,5,No,237,89,0.375527426,
918,8953702,Frigidaire,FFPS45B3QM,347,Compact refrigerator,Automatic,Top,127,2,No,92,35.2,0.382608696,
959,8975352,Frigidaire,FFPE45C2QM,265,Compact refrigerator,Manual,Inside,126,2,No,107,19,0.177570093,
1026,9517757,Frigidaire,FFBC46C2QS,300,Compact refrigerator,Automatic,No freezer,132,2,No,132,0,0,
1027,9517758,Frigidaire,FFBC4622QS,300,Compact refrigerator,Automatic,No freezer,132,2,No,132,0,0,
1105,9606179,Frigidaire,FFHT1614Q*,309.609,Refrigerator,Automatic,Top,461.567,7,No,358.776,102.791,0.286504671,
1108,9606182,Frigidaire,FFTR1514Q*,331.851,Refrigerator,Automatic,Top,412.296,7,No,309.505,102.791,0.332114182,
1114,9606188,Frigidaire,FFHT1514Q*,298.932,Refrigerator,Automatic,Top,412.296,7,No,309.505,102.791,0.332114182,
1118,9606192,Frigidaire,FFTR1614Q*,344.306,Refrigerator,Automatic,Top,461.567,7,No,358.776,102.791,0.286504671,
1119,9606193,Frigidaire,FFTR1621Q*,344.306,Refrigerator,Automatic,Top,461.567,7,No,358.776,102.791,0.286504671,
1134,9737108,Frigidaire,FGHS2355P**A,464,Refrigerator,Automatic,Side,628.637,10,Yes,404.933,223.704,0.552446948,
1136,9737110,Frigidaire,FFHS2322M**A,515,Refrigerator,Automatic,Side,624.956,10,Yes,401.252,223.704,0.557514978,
1141,9737115,Frigidaire,FFHS2622M**A,548,Refrigerator,Automatic,Side,723.216,12,Yes,466.381,256.835,0.55069782,
1142,9737117,Frigidaire,FFSC2323L**A,516,Refrigerator,Automatic,Side,627.505,10,Yes,401.252,226.253,0.563867594,
1146,9737121,Frigidaire,FGHS2631P**A,493,Refrigerator,Automatic,Side,724.066,12,Yes,468.363,255.703,0.54595047,
1158,8975349,Frigidaire,FFPE2411QB,213,Compact refrigerator,Manual,No freezer,67,0,No,67,0,0,
1182,9737256,Frigidaire,FGHN2866P**A,472,Refrigerator,Automatic,Bottom,782.68,13,No,536.04,246.641,0.460116782,
1260,9874083,Frigidaire,NFTR18X4Q*,359,Refrigerator,Automatic,Top,511.971,8,No,399.27,112.702,0.282270143,
1279,9875398,Frigidaire,FFTR2131Q*,382,Refrigerator,Automatic,Top,578.516,10,No,432.967,145.549,0.336166498,
1281,9875496,Frigidaire,FFRU17B2QW*,326,Refrigerator,Automatic,No freezer,471,8,No,471,0,0,
1289,9875506,Frigidaire,FFVU21F4QW*,354,Refrigerator,Automatic,No freezer,581,9,No,581,0,0,
1418,9990107,Frigidaire,FFHT1831Q*,322,Refrigerator,Automatic,Top,511.971,8,No,399.27,112.702,0.282270143,
1439,10012973,Frigidaire,FFHT2021Q*,343,Refrigerator,Automatic,Top,578.516,10,No,432.967,145.549,0.336166498,
1516,10300715,Frigidaire,FGHI1864Q*,324,Refrigerator,Automatic,Top,518.201,8,No,405.499,112.702,0.277934101,
1528,10300752,Frigidaire,FGHI2164Q*,344,Refrigerator,Automatic,Top,581.065,10,No,435.515,145.549,0.334199741,
1559,10302497,Frigidaire,FFEX2315Q*,464,Refrigerator,Automatic,Side,624.956,10,Yes,401.252,223.704,0.557514978,
1796,11776317,Frigidaire,FPRU19F8RF*,340,Refrigerator,Automatic,No freezer,526,9,No,526,0,0,
1825,12117942,Frigidaire,FPBC2277R*,540,Refrigerator,Automatic,Bottom,611.647,10,Yes,419.092,192.556,0.459459975,
1826,12117943,Frigidaire,FPBS2777R*,592,Refrigerator,Automatic,Bottom,758.329,13,Yes,511.688,246.641,0.482014431,
1827,12117944,Frigidaire,FPBG2277R*,473,Refrigerator,Automatic,Bottom,633.451,10,No,440.896,192.556,0.436737916,
1925,8975350,Frigidaire,FFPS31B2QM,270,Compact refrigerator,Partial automatic,Inside,87,1,No,62,25,0.403225806,
2039,14644704,Frigidaire,FFTR1514R*,331,Refrigerator,Automatic,Top,412.296,7,No,309.505,102.791,0.332114182,
2357,16303651,Frigidaire,FDBG2250S*,426,Refrigerator,Automatic,Bottom,633.451,10,No,440.896,192.556,0.436737916,
2862,17965308,Frigidaire,FGHC2355PF*C,465,Refrigerator,Automatic,Side,627.505,10,Yes,401.252,226.253,0.563867594,
675,6382837,Gaggenau,RB472701,391,Refrigerator,Automatic,Bottom,460.714,7,No,322.245,138.469,0.429701004,
765,7910458,Gaggenau,RC462701,291,Refrigerator,Automatic,No freezer,376.33,6,No,376.33,0,0,
766,7910459,Gaggenau,RC472701,319,Refrigerator,Automatic,No freezer,487.049,8,No,487.049,0,0,
770,7910464,Gaggenau,RB492701,429,Refrigerator,Automatic,Bottom,562.372,9,No,396.718,165.653,0.417558568,
3004,19725317,Gaggenau,RB28074,394,Refrigerator,Automatic,Bottom,256.27,4,No,187.458,68.81,0.36706889,
2997,11702197,Galanz,GL31**A,423,Compact refrigerator,Partial automatic,Inside,86,1,No,58.9,26.8,0.455008489,
373,2779319,Gallery,FGHC2345L*,540.2,Refrigerator,Automatic,Side,641.165,11,Yes,397.896,243.269,0.611388403,
374,2779320,Gallery,FFSC2323L*,580.35,Refrigerator,Automatic,Side,641.731,11,Yes,398.746,242.986,0.609375392,
375,2779321,Gallery,LGHT2137L*,407.34,Refrigerator,Automatic,Top,583.675,10,No,434.712,148.963,0.34267055,
380,2779345,Gallery,FGUI2149L*,355.875,Refrigerator,Automatic,Top,583.675,10,No,434.712,148.963,0.34267055,
391,2779382,Gallery,DGUS2645L*,508.81,Refrigerator,Automatic,Side,738.019,12,Yes,467.563,270.456,0.578437558,
555,5369202,Gallery,TDRF3KCD****,467,Refrigerator,Automatic,Bottom,602.582,11,No,141.584,460.998,3.256003503,
1283,9875499,Gallery,FGRU19F6QF*,340,Refrigerator,Automatic,No freezer,526,9,No,526,0,0,
1287,9875504,Gallery,FGVU17F8QF*,294,Refrigerator,Automatic,No freezer,471,8,No,471,0,0,
1290,9875507,Gallery,FGVU21F8QF*,318,Refrigerator,Automatic,No freezer,581,10,No,581,0,0,
307,1936463,GE,GTS22KBP****,527,Refrigerator,Automatic,Top,615.33,10,No,435.51,179.81,0.412872265,
450,4108139,GE,GTH20SBB****,404,Refrigerator,Automatic,Top,565.204,9,No,401.533,163.671,0.407615314,
534,4871419,GE,GSH25JSD****,578,Refrigerator,Automatic,Side,715,12,Yes,438.911,276.089,0.629031854,
572,5882836,GE,GFE29HSD****,481,Refrigerator,Automatic,Bottom,784.38,13,Yes,524.71,259.67,0.494882888,
669,6237368,GE,GTH18ECE****,387,Refrigerator,Automatic,Top,510.27,8,No,366.14,144.13,0.393647239,
784,8176585,GE,GSE26GSE****,583,Refrigerator,Automatic,Side,730.292,12,Yes,452.503,277.788,0.613892063,
813,8274767,GE,GBE20ESE****,455,Refrigerator,Automatic,Bottom,574.549,9,No,398.701,175.848,0.441052317,
825,8274780,GE,GNE22GGE****,464,Refrigerator,Automatic,Bottom,625.519,10,No,438.911,186.608,0.425161365,
831,8274786,GE,GNS22ESE****,521,Refrigerator,Automatic,Bottom,625.519,10,No,438.911,186.608,0.425161365,
840,8274796,GE,GFMS5HFF****,557,Refrigerator,Automatic,Bottom,710.187,12,No,491.581,218.606,0.444699856,
841,8274797,GE,GSE23GGE****,548,Refrigerator,Automatic,Bottom,653.553,11,No,450.521,203.032,0.450660458,
969,8976058,GE,GTS15CTH****,334,Refrigerator,Automatic,Top,412.86,7,No,300.16,112.7,0.375466418,
971,8976060,GE,GTE15CTH****,300,Refrigerator,Automatic,Top,412.86,7,No,300.16,112.7,0.375466418,
972,8976061,GE,GTS16DTH****,340,Refrigerator,Automatic,Top,439.76,7,No,327.06,112.7,0.344585091,
975,8976064,GE,GPE16DTH****,306,Refrigerator,Automatic,Top,439.76,7,No,327.06,112.7,0.344585091,
979,8976068,GE,GIE16GSH****,381,Refrigerator,Automatic,Top,439.76,7,No,327.06,112.7,0.344585091,
1020,9517179,GE,GPS12FGH****,307,Refrigerator,Automatic,Top,327.055,5,No,238.99,88.065,0.368488221,
1059,9571852,GE,GCE06GGH****,242,Compact refrigerator,Manual,No freezer,159.42,2,No,159.42,0,0,
1065,9571858,GE,GTE21GTH****,352,Refrigerator,Automatic,Top,598.61,10,No,427.58,171.03,0.399995323,
1162,9491713,GE,GME04GLH****,232,Compact refrigerator,Manual,Inside,124.6,1,No,111.29,13.31,0.119597448,
1164,9573556,GE,GMR05BLH****,232,Compact refrigerator,Manual,No freezer,124,1,No,124,0,0,
1168,9737240,GE,PSB48YPH****,692,Refrigerator,Automatic,Side,810.144,14,Yes,527.825,282.318,0.534870459,
1169,9737241,GE,PSB42YSH****,646,Refrigerator,Automatic,Side,690.647,11,Yes,441.459,249.188,0.56446465,
1341,9990028,GE,DSE25JGH****,490,Refrigerator,Automatic,Side,715.28,12,Yes,459.58,255.7,0.556377562,
1344,9990031,GE,GDE20GGH****,410,Refrigerator,Automatic,Bottom,577.1,9,No,398.42,178.68,0.448471462,
1347,9990034,GE,GDE23GGH****,431,Refrigerator,Automatic,Bottom,656.67,11,No,462.7,193.97,0.419213313,
1349,9990036,GE,GSE25GGH****,492,Refrigerator,Automatic,Side,716.98,12,Yes,455.05,261.93,0.575607076,
1354,9990041,GE,GSS23HGH****,518,Refrigerator,Automatic,Side,656.1,11,Yes,459.58,196.52,0.427607816,
1357,9990044,GE,GSS25GGH****,547,Refrigerator,Automatic,Side,716.98,12,Yes,455.05,261.93,0.575607076,
1383,9990071,GE,GNS23GGH****,476,Refrigerator,Automatic,Bottom,642.51,11,No,448.54,193.97,0.432447496,
1387,9990075,GE,GTS18CTH****,355,Refrigerator,Automatic,Top,496.39,8,No,382.56,113.83,0.297548097,
1390,9990078,GE,GIE18CTH****,319,Refrigerator,Automatic,Top,496.39,8,No,382.56,113.83,0.297548097,
1394,9990082,GE,GIE18HSH****,319,Refrigerator,Automatic,Top,498.09,8,No,384.26,113.83,0.296231718,
1404,9990092,GE,GIE18ETH****,328,Refrigerator,Automatic,Top,514.8,8,No,369.53,145.27,0.393120992,
1410,9990098,GE,GSS20ESH****,493,Refrigerator,Automatic,Side,562.09,9,Yes,368.12,193.97,0.526920569,
1412,9990100,GE,GSE22ESH****,456,Refrigerator,Automatic,Side,618.44,10,Yes,424.47,193.97,0.456969868,
1414,9990102,GE,GSE25ESH****,488,Refrigerator,Automatic,Side,700.56,12,Yes,442.59,257.97,0.582864502,
1416,9990105,GE,GSS25ETH****,542,Refrigerator,Automatic,Side,700.56,12,Yes,442.59,257.97,0.582864502,
1487,10195174,GE,GFE26GGH****,524,Refrigerator,Automatic,Bottom,726.61,12,Yes,483.37,243.24,0.503216997,
1490,10195177,GE,GBS20EGH****,491,Refrigerator,Automatic,Bottom,625.52,10,Yes,422.77,202.75,0.479575183,
1502,10300694,GE,GFE28HGH****,541,Refrigerator,Automatic,Bottom,784.38,13,Yes,524.71,259.67,0.494882888,
1881,12881087,GE,GZS22DSJ****,513,Refrigerator,Automatic,Side,619,10,Yes,398.4,220.6,0.553714859,
1955,13770240,GE,GFS28DMJ****,602,Refrigerator,Automatic,Bottom,784.4,13,Yes,524.7,259.7,0.494949495,
2004,14419458,GE,GBE10ESJ****,327,Refrigerator,Automatic,Bottom,296.4,5,No,206.4,90,0.436046512,
2031,9491711,GE,GDE03GGH****,285,Compact refrigerator,Partial automatic,Inside,86.36,1,No,60.03,26.33,0.438614026,
2311,15799579,GE,GFE26GGK****,525,Refrigerator,Automatic,Bottom,730.57,12,Yes,487.33,243.24,0.499127901,
